procurement_id,procurement_year,agency_code,agency_name,project_name,procurement_category,estimated_cost,actual_cost,procurement_method,vendor_code,vendor_name,contract_start_date,contract_end_date,procurement_status
100511,2021,AG06,Ministry of IT,Hospital Equipment Purchase,Works,13410263,,Limited,V426,Vendor Company 426,11/24/2021,4/7/2022,Ongoing
100512,2019,AG04,Ministry of Transport,Power Grid Maintenance,Works,4170452,,Limited,V190,Vendor Company 190,4/21/2019,10/12/2019,Ongoing
100513,2021,AG22,National Highway Authority,Power Grid Maintenance,Services,10304005,13213138,Open,V068,Vendor Company 68,7/28/2021,10/24/2021,Completed
100514,2024,AG13,Sindh Education Department,Hospital Equipment Purchase,Services,5460676,6349920,Open,V411,Vendor Company 411,9/19/2024,12/4/2024,Completed
100515,2022,AG25,Pakistan Post,Hospital Equipment Purchase,Services,3613294,4651547,Open,V149,Vendor Company 149,7/5/2022,12/16/2022,Completed
100516,2021,AG25,Pakistan Post,Power Grid Maintenance,Works,2348950,,Open,V434,Vendor Company 434,3/27/2021,5/30/2021,Ongoing
100517,2024,AG27,Pakistan Customs,Hospital Equipment Purchase,Works,13531040,17545943,Direct,V289,Vendor Company 289,2/2/2024,5/1/2024,Completed
100518,2020,AG23,WAPDA,School Renovation Program,Works,9526350,,Limited,V035,Vendor Company 35,5/23/2020,10/10/2020,Ongoing
100519,2021,AG15,KPK Health Department,Hospital Equipment Purchase,Works,2600386,,Direct,V002,Vendor Company 2,12/12/2021,9/16/2022,Ongoing
100520,2020,AG17,KPK Works Department,Hospital Equipment Purchase,Works,13039051,15605955,Direct,V340,Vendor Company 340,3/5/2020,7/14/2020,Completed
100521,2018,AG08,Ministry of Planning,Road Construction Project,Goods,13867598,16002273,Direct,V445,Vendor Company 445,11/17/2018,8/3/2019,Completed
100522,2020,AG24,Pakistan Railways,Public Transport Improvement,Services,11761752,13965685,Limited,V193,Vendor Company 193,7/5/2020,3/30/2021,Completed
100523,2018,AG12,Sindh Health Department,Public Transport Improvement,Works,1894064,2014171,Direct,V174,Vendor Company 174,2/27/2018,11/24/2018,Completed
100524,2023,AG27,Pakistan Customs,Public Transport Improvement,Services,10612234,,Direct,V250,Vendor Company 250,7/7/2023,9/20/2023,Ongoing
100525,2021,AG15,KPK Health Department,Hospital Equipment Purchase,Works,12195488,,Direct,V264,Vendor Company 264,1/24/2021,10/17/2021,Ongoing
100526,2022,AG06,Ministry of IT,Power Grid Maintenance,Works,12555508,15480181,Direct,V331,Vendor Company 331,2/23/2022,4/26/2022,Completed
100527,2018,AG18,Balochistan Health Department,Power Grid Maintenance,Goods,19571052,22418522,Limited,V448,Vendor Company 448,5/12/2018,12/16/2018,Completed
100528,2021,AG23,WAPDA,Road Construction Project,Services,4434598,5565737,Limited,V463,Vendor Company 463,2/5/2021,9/23/2021,Completed
100529,2021,AG02,Ministry of Finance,IT Infrastructure Upgrade,Services,14563181,,Direct,V386,Vendor Company 386,7/8/2021,4/19/2022,Ongoing
100530,2021,AG22,National Highway Authority,Hospital Equipment Purchase,Goods,10853574,11547102,Open,V337,Vendor Company 337,8/12/2021,1/7/2022,Completed
100531,2020,AG08,Ministry of Planning,IT Infrastructure Upgrade,Goods,1939753,2075272,Limited,V071,Vendor Company 71,3/7/2020,11/6/2020,Completed
100532,2022,AG08,Ministry of Planning,School Renovation Program,Works,107501,125099,Open,V262,Vendor Company 262,2/26/2022,10/2/2022,Completed
100533,2024,AG14,Sindh Works Department,Hospital Equipment Purchase,Works,14431079,14878983,Limited,V340,Vendor Company 340,9/18/2024,3/16/2025,Completed
100534,2024,AG12,Sindh Health Department,IT Infrastructure Upgrade,Works,13913978,15421596,Direct,V214,Vendor Company 214,6/14/2024,10/27/2024,Completed
100535,2018,AG29,Election Commission,Hospital Equipment Purchase,Works,6766191,,Limited,V038,Vendor Company 38,4/3/2018,11/27/2018,Ongoing
100536,2021,AG03,Ministry of Education,IT Infrastructure Upgrade,Goods,16883285,20464241,Limited,V480,Vendor Company 480,11/11/2021,3/5/2022,Completed
100537,2019,AG15,KPK Health Department,Power Grid Maintenance,Services,12698489,,Open,V383,Vendor Company 383,3/12/2019,6/22/2019,Ongoing
100538,2021,AG01,Ministry of Health,Public Transport Improvement,Goods,10892169,,Open,V486,Vendor Company 486,10/20/2021,3/23/2022,Ongoing
100539,2022,AG10,Punjab Education Department,Hospital Equipment Purchase,Goods,4805758,5133924,Open,V174,Vendor Company 174,11/1/2022,2/12/2023,Completed
100540,2023,AG26,Higher Education Commission,IT Infrastructure Upgrade,Goods,13039697,16831428,Open,V409,Vendor Company 409,6/13/2023,12/14/2023,Completed
100541,2019,AG03,Ministry of Education,School Renovation Program,Goods,9581641,11595550,Direct,V078,Vendor Company 78,5/1/2019,12/27/2019,Completed
100542,2019,AG26,Higher Education Commission,School Renovation Program,Services,15310084,16702040,Direct,V247,Vendor Company 247,3/18/2019,10/19/2019,Completed
100543,2021,AG19,Balochistan Education Department,IT Infrastructure Upgrade,Works,13731437,16580537,Direct,V402,Vendor Company 402,12/18/2021,5/12/2022,Completed
100544,2022,AG21,Capital Development Authority,Power Grid Maintenance,Works,15791279,20463912,Open,V360,Vendor Company 360,10/4/2022,2/25/2023,Completed
100545,2023,AG21,Capital Development Authority,School Renovation Program,Works,4856028,4988028,Limited,V164,Vendor Company 164,9/7/2023,12/14/2023,Completed
100546,2023,AG05,Ministry of Energy,Hospital Equipment Purchase,Works,5967842,5997647,Limited,V012,Vendor Company 12,8/14/2023,4/6/2024,Completed
100547,2019,AG21,Capital Development Authority,Road Construction Project,Services,15401607,15604560,Direct,V213,Vendor Company 213,5/18/2019,3/4/2020,Completed
100548,2019,AG20,Balochistan Planning Dept,Road Construction Project,Goods,4517095,4596994,Direct,V026,Vendor Company 26,8/9/2019,1/8/2020,Completed
100549,2018,AG17,KPK Works Department,Road Construction Project,Works,8206081,8767591,Direct,V133,Vendor Company 133,1/6/2018,6/18/2018,Completed
100550,2020,AG21,Capital Development Authority,Power Grid Maintenance,Goods,8868156,11427282,Limited,V136,Vendor Company 136,4/25/2020,11/28/2020,Completed
100551,2018,AG22,National Highway Authority,IT Infrastructure Upgrade,Goods,4507174,5189850,Open,V256,Vendor Company 256,3/17/2018,12/29/2018,Completed
100552,2023,AG04,Ministry of Transport,School Renovation Program,Works,7061104,,Open,V116,Vendor Company 116,11/24/2023,4/14/2024,Ongoing
100553,2023,AG12,Sindh Health Department,Power Grid Maintenance,Works,11318815,13560104,Open,V387,Vendor Company 387,9/21/2023,12/3/2023,Completed
100554,2022,AG28,Federal Board of Revenue,IT Infrastructure Upgrade,Services,1044857,1119755,Open,V438,Vendor Company 438,10/24/2022,1/15/2023,Completed
100555,2022,AG08,Ministry of Planning,IT Infrastructure Upgrade,Services,16773813,16763838,Open,V403,Vendor Company 403,11/23/2022,7/10/2023,Completed
100556,2024,AG07,Ministry of Housing,IT Infrastructure Upgrade,Goods,15904085,,Open,V186,Vendor Company 186,6/17/2024,1/8/2025,Ongoing
100557,2020,AG05,Ministry of Energy,Hospital Equipment Purchase,Services,17268430,20155572,Limited,V340,Vendor Company 340,9/13/2020,6/14/2021,Completed
100558,2022,AG07,Ministry of Housing,Road Construction Project,Works,17464247,,Direct,V294,Vendor Company 294,4/5/2022,1/7/2023,Ongoing
100559,2023,AG30,National Database Authority,IT Infrastructure Upgrade,Services,15700156,18434588,Limited,V247,Vendor Company 247,4/20/2023,7/8/2023,Completed
100560,2021,AG28,Federal Board of Revenue,IT Infrastructure Upgrade,Works,2143432,,Direct,V048,Vendor Company 48,12/20/2021,3/19/2022,Ongoing
100561,2021,AG15,KPK Health Department,IT Infrastructure Upgrade,Goods,17427673,21953940,Direct,V174,Vendor Company 174,3/5/2021,12/16/2021,Completed
100562,2020,AG06,Ministry of IT,Hospital Equipment Purchase,Works,129652,107195,Open,V356,Vendor Company 356,6/3/2020,10/27/2020,Completed
100563,2020,AG02,Ministry of Finance,Hospital Equipment Purchase,Services,7202825,8639909,Limited,V334,Vendor Company 334,9/1/2020,6/7/2021,Completed
100564,2019,AG05,Ministry of Energy,Hospital Equipment Purchase,Services,16292590,17313969,Direct,V203,Vendor Company 203,12/26/2019,8/19/2020,Completed
100565,2018,AG20,Balochistan Planning Dept,Public Transport Improvement,Works,1194314,1182204,Open,V158,Vendor Company 158,3/20/2018,12/18/2018,Completed
100566,2020,AG25,Pakistan Post,Power Grid Maintenance,Works,360640,317421,Limited,V172,Vendor Company 172,2/5/2020,8/17/2020,Completed
100567,2022,AG13,Sindh Education Department,School Renovation Program,Works,15256263,15485187,Open,V410,Vendor Company 410,10/25/2022,1/7/2023,Completed
100568,2020,AG17,KPK Works Department,Hospital Equipment Purchase,Services,2570995,,Direct,V358,Vendor Company 358,12/24/2020,7/22/2021,Ongoing
100569,2022,AG24,Pakistan Railways,Hospital Equipment Purchase,Services,4662178,4737642,Direct,V125,Vendor Company 125,8/23/2022,10/23/2022,Completed
100570,2021,AG25,Pakistan Post,IT Infrastructure Upgrade,Works,15646882,18430118,Limited,V234,Vendor Company 234,11/28/2021,6/9/2022,Completed
100571,2022,AG13,Sindh Education Department,Road Construction Project,Works,19043311,,Direct,V022,Vendor Company 22,9/8/2022,6/3/2023,Ongoing
100572,2019,AG27,Pakistan Customs,IT Infrastructure Upgrade,Works,10282610,,Limited,V001,Vendor Company 1,12/17/2019,7/11/2020,Ongoing
100573,2019,AG05,Ministry of Energy,Hospital Equipment Purchase,Goods,1749600,1736622,Direct,V309,Vendor Company 309,12/25/2019,6/28/2020,Completed
100574,2024,AG26,Higher Education Commission,Road Construction Project,Services,12455776,,Open,V110,Vendor Company 110,11/14/2024,1/19/2025,Ongoing
100575,2021,AG24,Pakistan Railways,School Renovation Program,Services,764823,918045,Limited,V444,Vendor Company 444,9/22/2021,1/16/2022,Completed
100576,2018,AG23,WAPDA,IT Infrastructure Upgrade,Works,17114280,20645022,Limited,V383,Vendor Company 383,8/1/2018,4/23/2019,Completed
100577,2020,AG18,Balochistan Health Department,IT Infrastructure Upgrade,Works,8829852,10647235,Limited,V011,Vendor Company 11,4/25/2020,9/20/2020,Completed
100578,2020,AG12,Sindh Health Department,Power Grid Maintenance,Goods,12148648,12284956,Direct,V221,Vendor Company 221,7/16/2020,1/12/2021,Completed
100579,2019,AG16,KPK Education Department,IT Infrastructure Upgrade,Goods,4989044,5941254,Open,V166,Vendor Company 166,10/26/2019,2/19/2020,Completed
100580,2023,AG26,Higher Education Commission,Hospital Equipment Purchase,Goods,18480672,21950373,Direct,V411,Vendor Company 411,8/10/2023,1/6/2024,Completed
100581,2021,AG17,KPK Works Department,School Renovation Program,Services,17778481,19286792,Limited,V383,Vendor Company 383,5/13/2021,1/31/2022,Completed
100582,2024,AG05,Ministry of Energy,Road Construction Project,Works,9760919,,Open,V225,Vendor Company 225,5/12/2024,12/11/2024,Ongoing
100583,2024,AG20,Balochistan Planning Dept,Road Construction Project,Works,7574892,9841999,Limited,V400,Vendor Company 400,9/27/2024,12/21/2024,Completed
100584,2018,AG07,Ministry of Housing,Road Construction Project,Services,19012526,,Open,V443,Vendor Company 443,8/23/2018,2/21/2019,Ongoing
100585,2023,AG12,Sindh Health Department,School Renovation Program,Services,3998966,,Limited,V315,Vendor Company 315,11/7/2023,4/26/2024,Ongoing
100586,2021,AG19,Balochistan Education Department,Road Construction Project,Services,10822904,,Open,V352,Vendor Company 352,6/16/2021,3/19/2022,Ongoing
100587,2019,AG16,KPK Education Department,IT Infrastructure Upgrade,Works,2226309,2262025,Open,V307,Vendor Company 307,5/1/2019,8/14/2019,Completed
100588,2023,AG12,Sindh Health Department,IT Infrastructure Upgrade,Works,18776202,20769465,Direct,V115,Vendor Company 115,2/2/2023,8/22/2023,Completed
100589,2022,AG27,Pakistan Customs,School Renovation Program,Works,6983036,7310981,Open,V103,Vendor Company 103,7/15/2022,4/6/2023,Completed
100590,2024,AG11,Punjab Works Department,School Renovation Program,Works,6343019,6468217,Direct,V500,Vendor Company 500,9/2/2024,4/13/2025,Completed
100591,2023,AG19,Balochistan Education Department,School Renovation Program,Goods,9170715,11824128,Limited,V131,Vendor Company 131,7/22/2023,12/16/2023,Completed
100592,2022,AG02,Ministry of Finance,Road Construction Project,Services,10538072,13596349,Limited,V207,Vendor Company 207,8/14/2022,11/9/2022,Completed
100593,2019,AG04,Ministry of Transport,Public Transport Improvement,Goods,5032852,5223557,Open,V147,Vendor Company 147,10/15/2019,8/2/2020,Completed
100594,2022,AG18,Balochistan Health Department,School Renovation Program,Goods,13069904,16699977,Direct,V301,Vendor Company 301,11/27/2022,4/2/2023,Completed
100595,2019,AG08,Ministry of Planning,School Renovation Program,Goods,4268232,5403397,Limited,V397,Vendor Company 397,6/28/2019,1/1/2020,Completed
100596,2020,AG28,Federal Board of Revenue,Power Grid Maintenance,Goods,6355707,,Limited,V399,Vendor Company 399,11/22/2020,2/6/2021,Ongoing
100597,2023,AG26,Higher Education Commission,Public Transport Improvement,Works,5285262,6368242,Direct,V282,Vendor Company 282,5/18/2023,2/20/2024,Completed
100598,2019,AG06,Ministry of IT,Hospital Equipment Purchase,Services,5604811,5931886,Direct,V430,Vendor Company 430,1/26/2019,3/31/2019,Completed
100599,2021,AG25,Pakistan Post,Power Grid Maintenance,Goods,8978878,9191742,Limited,V211,Vendor Company 211,5/2/2021,1/6/2022,Completed
100600,2018,AG11,Punjab Works Department,Power Grid Maintenance,Services,707265,,Limited,V440,Vendor Company 440,7/27/2018,4/20/2019,Ongoing
100601,2022,AG05,Ministry of Energy,Power Grid Maintenance,Services,12012954,12195569,Open,V487,Vendor Company 487,6/24/2022,2/26/2023,Completed
100602,2020,AG29,Election Commission,Hospital Equipment Purchase,Services,5592734,,Open,V183,Vendor Company 183,11/15/2020,8/17/2021,Ongoing
100603,2022,AG09,Punjab Health Department,Road Construction Project,Goods,15150018,,Limited,V333,Vendor Company 333,11/16/2022,7/24/2023,Ongoing
100604,2023,AG03,Ministry of Education,Hospital Equipment Purchase,Goods,8021019,,Limited,V277,Vendor Company 277,6/12/2023,12/3/2023,Ongoing
100605,2020,AG21,Capital Development Authority,IT Infrastructure Upgrade,Services,10833102,,Limited,V081,Vendor Company 81,7/10/2020,11/28/2020,Ongoing
100606,2023,AG23,WAPDA,School Renovation Program,Goods,16204330,,Direct,V129,Vendor Company 129,7/8/2023,4/29/2024,Ongoing
100607,2024,AG15,KPK Health Department,IT Infrastructure Upgrade,Works,17586303,,Open,V379,Vendor Company 379,3/16/2024,5/15/2024,Ongoing
100608,2020,AG09,Punjab Health Department,Hospital Equipment Purchase,Works,13402992,14478521,Open,V075,Vendor Company 75,11/12/2020,8/25/2021,Completed
100609,2021,AG11,Punjab Works Department,Public Transport Improvement,Goods,17303504,,Limited,V454,Vendor Company 454,8/9/2021,12/9/2021,Ongoing
100610,2024,AG29,Election Commission,School Renovation Program,Services,5757056,6510418,Limited,V038,Vendor Company 38,1/25/2024,4/25/2024,Completed
100611,2018,AG21,Capital Development Authority,Road Construction Project,Services,19215834,20306909,Limited,V043,Vendor Company 43,11/28/2018,9/3/2019,Completed
100612,2021,AG24,Pakistan Railways,Power Grid Maintenance,Goods,16142138,18475154,Direct,V475,Vendor Company 475,3/16/2021,7/11/2021,Completed
100613,2019,AG14,Sindh Works Department,Public Transport Improvement,Works,11737671,14925357,Direct,V258,Vendor Company 258,1/11/2019,6/14/2019,Completed
100614,2022,AG24,Pakistan Railways,School Renovation Program,Works,884129,938689,Limited,V337,Vendor Company 337,7/4/2022,2/17/2023,Completed
100615,2022,AG26,Higher Education Commission,Public Transport Improvement,Goods,11528589,,Open,V004,Vendor Company 4,4/24/2022,10/24/2022,Ongoing
100616,2022,AG30,National Database Authority,Road Construction Project,Services,17539039,,Limited,V430,Vendor Company 430,5/14/2022,10/22/2022,Ongoing
100617,2019,AG14,Sindh Works Department,IT Infrastructure Upgrade,Goods,1033749,1026271,Direct,V360,Vendor Company 360,12/17/2019,7/28/2020,Completed
100618,2019,AG27,Pakistan Customs,IT Infrastructure Upgrade,Goods,16360561,19140216,Direct,V079,Vendor Company 79,8/18/2019,4/22/2020,Completed
100619,2024,AG18,Balochistan Health Department,IT Infrastructure Upgrade,Services,4210128,4749089,Limited,V388,Vendor Company 388,12/13/2024,9/2/2025,Completed
100620,2022,AG10,Punjab Education Department,Road Construction Project,Works,4891452,5154673,Direct,V266,Vendor Company 266,7/27/2022,12/15/2022,Completed
100621,2019,AG12,Sindh Health Department,Public Transport Improvement,Works,15455067,18486608,Limited,V488,Vendor Company 488,8/6/2019,2/15/2020,Completed
100622,2020,AG03,Ministry of Education,IT Infrastructure Upgrade,Goods,5871062,,Open,V331,Vendor Company 331,1/11/2020,9/17/2020,Ongoing
100623,2022,AG04,Ministry of Transport,Power Grid Maintenance,Goods,2899779,2902120,Direct,V414,Vendor Company 414,7/5/2022,9/13/2022,Completed
100624,2020,AG22,National Highway Authority,IT Infrastructure Upgrade,Services,4774919,5887305,Limited,V379,Vendor Company 379,4/8/2020,11/17/2020,Completed
100625,2018,AG24,Pakistan Railways,IT Infrastructure Upgrade,Goods,10635913,,Limited,V165,Vendor Company 165,2/8/2018,5/27/2018,Ongoing
100626,2020,AG19,Balochistan Education Department,Power Grid Maintenance,Services,11831056,12584457,Direct,V214,Vendor Company 214,9/5/2020,11/20/2020,Completed
100627,2019,AG16,KPK Education Department,Hospital Equipment Purchase,Works,872689,955563,Open,V386,Vendor Company 386,7/17/2019,2/9/2020,Completed
